name,description,tags,node_type,location,centroid
Bolero Restaurant und Bar Wandsbek,,,['POI'],POINT(10.096606 53.588377),
Bonbao Restaurant,,,['POI'],POINT(10.011857 53.580866),
Bootshaus Hafencity,,,['POI'],POINT(9.991017 53.541388),
Bootsmann Restaurant,,,['POI'],POINT(10.00893 53.584782),
Boussi Falafel,,,['POI'],POINT(9.99532 53.551821),
Brachmanns Galeron,,,['POI'],POINT(9.963101 53.552947),
Brasserie Cassis,,,['POI'],POINT(9.983206 53.568813),
Brasserie Flum,,,['POI'],POINT(9.990183 53.563167),
Brasserie La Provence,,,['POI'],POINT(9.927043 53.550375),
Brasserie Raval,,,['POI'],POINT(9.965735 53.557266),
Broders` Culinarium,,,['POI'],POINT(9.995561 53.565306),
Broscheks Restaurant,,,['POI'],POINT(9.987907 53.552268),
Brunilandia,,,['POI'],POINT(9.995309 53.550715),
Bullerei,,,['POI'],POINT(9.966623 53.56247),
Burger King Alsterkrugchaussee,,,['POI'],POINT(10.004037 53.615948),
Burger King Borgfelde,,,['POI'],POINT(10.037277 53.552272),
Burger King Bramfeld,,,['POI'],POINT(10.081883 53.620921),
Burger King Elbe-Einkaufszentrum,,,['POI'],POINT(9.863653 53.570096),
Burger King Farmsen Einkaufstreff,,,['POI'],POINT(10.118359 53.605193),
Burger King Friedrich-Ebert-Damm,,,['POI'],POINT(10.100711 53.58886),
Burger King Hamburg Hauptbahnhof,,,['POI'],POINT(10.002679 53.553538),
Burger King Kieler Straße,,,['POI'],POINT(9.936339 53.579127),
Burger King Ottensen,,,['POI'],POINT(9.933553 53.55275),
Burger King St. Pauli Reeperbahn,,,['POI'],POINT(9.962276 53.54918),
Burger King Steilshoop,,,['POI'],POINT(10.051431 53.608838),
Burger Lounge Wandsbek,,,['POI'],POINT(10.028874 53.560414),
Butcher´s american steakhouse,,,['POI'],POINT(9.99721 53.570566),
Byzanthinum Bar und Restaurant,,,['POI'],POINT(10.024687 53.565113),
CARLS Brasserie,,,['POI'],POINT(9.985805 53.541054),
COSMOS Ristorante,,,['POI'],POINT(9.930703 53.551479),
CUNEO,,,['POI'],POINT(9.962552 53.54801),
Caberlo,,,['POI'],POINT(10.034705 53.551971),
Cafe Knuth,,,['POI'],POINT(9.93113 53.553048),
Café Altamira Tapa Bar,,,['POI'],POINT(9.927791 53.55975),
Café Bar Restaurant Elbrausch,,,['POI'],POINT(9.951936 53.545579),
Café Elbterrassen,,,['POI'],POINT(9.914625 53.544783),
Café Funk-Eck,,,['POI'],POINT(9.988292 53.573965),
Café Gnosa,,,['POI'],POINT(10.013003 53.558725),
Café Johanna,,,['POI'],POINT(9.975022 53.547082),
Café Kneipe TROTZDEM,,,['POI'],POINT(10.017914 53.5728),
Café Max B,,,['POI'],POINT(9.949084 53.558334),
Café Möller,,,['POI'],POINT(9.957044 53.549995),
Café Paris,,,['POI'],POINT(9.99449 53.549905),
Café Seeterrassen,,,['POI'],POINT(9.981613 53.560641),
Captain`s Dinner,,,['POI'],POINT(9.968519 53.545697),
Casa Franco,,,['POI'],POINT(9.9762 53.545167),
Casa Ricardo,,,['POI'],POINT(9.9762 53.545167),
Casa de Aragon Restaurant,,,['POI'],POINT(9.975243 53.582896),
Casa del Sabor Portugiesische und Spanische Spezialitäten,,,['POI'],POINT(9.975262 53.545669),
Casse-Croûte,,,['POI'],POINT(9.989511 53.555688),
Cha Cha Thai Street Kitchen,,,['POI'],POINT(9.98975 53.553008),
Chez Bernard,,,['POI'],POINT(9.982618 53.585127),
Chilli Club Asian Brasserie,,,['POI'],POINT(9.992937 53.542837),
China Restaurant Peking,,,['POI'],POINT(9.957426 53.54885),
China Restaurant Shanghai,,,['POI'],POINT(10.006997 53.554948),
China Restaurant Suzy Wong,,,['POI'],POINT(9.99558 53.569969),
China-Tempel,,,['POI'],POINT(9.956735 53.567689),
Chutney Indische Spezialitäten Europapassage,,,['POI'],POINT(9.99532 53.551821),
Cita Rasa Indonesisch-Deutsche Spezialitäten,,,['POI'],POINT(10.016736 53.5558),
Coffee Lounge Hamburg,,,['POI'],POINT(9.999049 53.551906),
Copper House,,,['POI'],POINT(9.96288 53.547872),
Cuba Mia Restaurant und Bar,,,['POI'],POINT(9.977915 53.5652),
Cucina D`Elisa Restaurant,,,['POI'],POINT(9.988987 53.573968),
Cucina Matta Restaurant,,,['POI'],POINT(9.980567 53.585233),
Curry Queen Restaurant Eppendorf,,,['POI'],POINT(9.987028 53.593563),
Curry-Pirates,,,['POI'],POINT(10.021588 53.578052),
Cölln`s Restaurant,,,['POI'],POINT(9.993877 53.548831),
D. José Portugiesisches Spezialitäten,,,['POI'],POINT(9.97572 53.545935),
DAILY Your Coffee and Food Company,,,['POI'],POINT(9.985726 53.549959),
"DIE BANK Bar, Brasserie und Restaurant",,,['POI'],POINT(9.987384 53.553809),
DILARA Restaurant,,,['POI'],POINT(9.960806 53.570828),
Da Mingo Restaurant,,,['POI'],POINT(9.919251 53.576501),
Da Remo Restaurant,,,['POI'],POINT(9.981438 53.583061),
Daniel Wischer Restaurant Spitaler Straße,,,['POI'],POINT(10.001625 53.551732),
Daniel Wischer Restaurant Steinstraße,,,['POI'],POINT(10.00276 53.549961),
Das Dorf Restaurant,,,['POI'],POINT(10.010625 53.557092),
Das Herz von St. Pauli,,,['POI'],POINT(9.965978 53.549411),
Das Seepferdchen am Hafen,,,['POI'],POINT(9.938387 53.544823),
Das Weiße Haus Restaurant,,,['POI'],POINT(9.91506 53.544672),
Deichgraf,,,['POI'],POINT(9.987448 53.546153),
Der Suppenladen,,,['POI'],POINT(10.001587 53.54821),
Die Bucht (Bar Stadtpark),,,['POI'],POINT(10.031573 53.59254),
Die Fischküche,,,['POI'],POINT(9.985033 53.545472),
Die Rösterei Caféhaus,,,['POI'],POINT(10.002881 53.551245),
"Dim Sum Haus Restaurant „China""",,,['POI'],POINT(10.008393 53.55464),
Dionysos,,,['POI'],POINT(9.958547 53.571736),
Dips 'n Stix,,,['POI'],POINT(9.963755 53.549186),
Dock 14,,,['POI'],POINT(9.951976 53.546037),
EINSTEIN Bistro Bahrenfeld,,,['POI'],POINT(9.913716 53.564899),
EINSTEIN Bistro Billstedt,,,['POI'],POINT(10.099687 53.540114),
EINSTEIN Bistro Bramfeld,,,['POI'],POINT(10.082812 53.621218),
EINSTEIN Bistro City,,,['POI'],POINT(9.997555 53.548693),
EINSTEIN Bistro Hoheluft,,,['POI'],POINT(9.976961 53.577499),
76,,,['POI'],POINT(9.966219 53.575197),
East Restaurant,,,['POI'],POINT(9.966768 53.550968),
El Tequito,,,['POI'],POINT(9.953916 53.545725),
Elbwerk,,,['POI'],POINT(9.962584 53.546769),
Engel Restaurant,,,['POI'],POINT(9.863442 53.546439),
Eppendorfer Grillkate,,,['POI'],POINT(9.981075 53.584331),
Erika`s Eck,,,['POI'],POINT(9.967653 53.561303),
Estoril,,,['POI'],POINT(9.979741 53.554124),
FUH Ein Raum zum Speisen Restaurant,,,['POI'],POINT(9.922061 53.548859),
Falafelstern,,,['POI'],POINT(9.965369 53.564412),
Fasan Kneipe,,,['POI'],POINT(9.963299 53.574933),
Filini Restaurant,,,['POI'],POINT(9.987652 53.561409),
Fischbeisl Bistro,,,['POI'],POINT(9.939479 53.544419),
Fischereihafen Restaurant,,,['POI'],POINT(9.93442 53.544845),
Fischrestaurant Hoppe,,,['POI'],POINT(9.913296 53.544676),
Flamingo Lodge-Restaurant,,,['POI'],POINT(9.937044 53.595304),
Fleetschlösschen Café Bistro Bar,,,['POI'],POINT(9.997908 53.544467),
Fleur de Piment Bistro Café,,,['POI'],POINT(9.982603 53.584471),
Fo Bar und Restaurant,,,['POI'],POINT(9.92553 53.559183),
Freischwimmer,,,['POI'],POINT(9.962899 53.569284),
Freudenhaus Restaurant,,,['POI'],POINT(9.962403 53.550086),
Friesenkeller Restaurant,,,['POI'],POINT(9.992466 53.552356),
Frischeparadies,,,['POI'],POINT(9.940406 53.544726),
GALLO NERO Enoteca e Ristorante,,,['POI'],POINT(10.00756 53.581154),
GOLDEN CUT Club Restaurant,,,['POI'],POINT(10.006456 53.555025),
Gaststätte Holli und Toddi,,,['POI'],POINT(9.92668 53.555158),
Gaststätte Zum Schellfischposten,,,['POI'],POINT(9.946105 53.544556),
Gaucho Rodizio,,,['POI'],POINT(9.969321 53.567579),
Gecko mexican kitchen,,,['POI'],POINT(9.99532 53.551821),
Geelhaus Schankwirtschaft,,,['POI'],POINT(10.011709 53.55888),
Generation Bar,,,['POI'],POINT(10.012269 53.558318),
Geo Restaurant Bar Café,,,['POI'],POINT(9.988946 53.589693),
Gobinda Indisches Restaurant,,,['POI'],POINT(10.008943 53.555543),
Goldfisch Restaurant,,,['POI'],POINT(9.988814 53.585327),
Gourmetrestaurant Seven Seas,,,['POI'],POINT(9.800731 53.560165),
Greeni,,,['POI'],POINT(9.984887 53.587866),
Gusto Fino Ristorante,,,['POI'],POINT(10.018073 53.568144),
HANS IM GLÜCK - BRANDSENDE,,,['POI'],POINT(10.002201 53.553767),
Hamborger Veermaster,,,['POI'],POINT(9.958098 53.549869),
60 Bar und Gaststätte,,,['POI'],POINT(10.01356 53.582011),
Hanoi,,,['POI'],POINT(9.962333 53.549018),
Hans im Glück - ALTES RATHAUS,,,['POI'],POINT(9.992559 53.548618),
Hardy`s Restaurantkneipe,,,['POI'],POINT(9.9635 53.574446),
Harms und Schacht Restaurant,,,['POI'],POINT(10.013145 53.579804),
Henssler und Henssler,,,['POI'],POINT(9.943016 53.544715),
Hofbräu an der Alster,,,['POI'],POINT(9.991803 53.557582),
Hoffski Müslibar,,,['POI'],POINT(9.965068 53.561809),
Hollywood Canteen Altona,,,['POI'],POINT(9.934035 53.582173),
Hollywood Canteen Bramfeld,,,['POI'],POINT(10.070751 53.606267),
Hong Kong Express,,,['POI'],POINT(9.99532 53.551821),
Hopi,,,['POI'],POINT(9.978132 53.577885),
IMARA Restaurant Bar Lounge,,,['POI'],POINT(9.970477 53.581173),
Il Vagabondo Italienische Spezialitäten,,,['POI'],POINT(9.928393 53.556933),
IndoChine Restaurant,,,['POI'],POINT(9.923632 53.544121),
Irish Rover,,,['POI'],POINT(9.980717 53.550638),
Jacobs Restaurant,,,['POI'],POINT(9.844241 53.550431),
Jahreszeiten Grill,,,['POI'],POINT(9.991513 53.555491),
Japanisches Restaurant Matsumi,,,['POI'],POINT(9.990141 53.557461),
Jim Block Restaurant Barmbek,,,['POI'],POINT(10.044475 53.592051),
Jim Block Restaurant Bergedorf,,,['POI'],POINT(10.211333 53.488499),
Jim Block Restaurant Jungfernstieg,,,['POI'],POINT(9.994107 53.55157),
Jim Block Restaurant Kirchenallee,,,['POI'],POINT(10.008393 53.55464),
Jim Block Restaurant Othmarschen,,,['POI'],POINT(9.886949 53.558775),
Jim Block Restaurant Wandsbek,,,['POI'],POINT(10.067754 53.572518),
Jolie Restaurant,,,['POI'],POINT(9.961973 53.552417),
Julius Meinl Kaffeehaus,,,['POI'],POINT(9.99778 53.56402),
KITSUNE IZAKAYA,,,['POI'],POINT(9.960065 53.572766),
Kaffee- und Weinhaus Kleinhuis,,,['POI'],POINT(9.991144 53.557148),
Kaisers,,,['POI'],POINT(9.990136 53.541108),
Kajüte Restaurant,,,['POI'],POINT(10.013579 53.560715),
Karatren Café und Restaurant Altona,,,['POI'],POINT(9.930272 53.551096),
Karatren Café und Restaurant Hamburg City,,,['POI'],POINT(10.008542 53.555169),
Karatren Café und Restaurant Harburg,,,['POI'],POINT(9.978571 53.460226),
Karlsons Skandinavische Köstlichkeiten,,,['POI'],POINT(9.981995 53.55043),
Kartoffelkeller,,,['POI'],POINT(9.987525 53.546224),
Kentucky Fried Chicken Billstedt,,,['POI'],POINT(10.098315 53.540747),
Kentucky Fried Chicken Einkaufszentrum Hamburger Meile,,,['POI'],POINT(10.030328 53.572388),
Kentucky Fried Chicken Hamburg Hauptbahnhof,,,['POI'],POINT(10.003335 53.553856),
Kentucky Fried Chicken Heimfeld,,,['POI'],POINT(9.936837 53.471227),
Kentucky Fried Chicken St. Pauli Reeperbahn,,,['POI'],POINT(9.961112 53.549728),
Kentucky Fried Chicken Wandsbek,,,['POI'],POINT(10.084755 53.577334),
Kham Restaurant,,,['POI'],POINT(10.012946 53.558879),
Khan Mongolei,,,['POI'],POINT(10.046843 53.642618),
Killer Shrimp Restaurant,,,['POI'],POINT(10.026436 53.551971),
Kleiner Speisesaal,,,['POI'],POINT(10.009268 53.581203),
Koch Kontor,,,['POI'],POINT(9.975218 53.559516),
Kölsch und Altbierhaus,,,['POI'],POINT(9.985243 53.555822),
Köpke Restaurant,,,['POI'],POINT(9.988585 53.591017),
Küchenwerkstatt,,,['POI'],POINT(10.013808 53.579107),
La Bruschetta,,,['POI'],POINT(10.009048 53.581474),
La Luna,,,['POI'],POINT(9.966059 53.557578),
La Monella italienische vegetarische Küche,,,['POI'],POINT(9.986043 53.572016),
La Pastaia,,,['POI'],POINT(10.104266 53.575187),
La Paz,,,['POI'],POINT(9.95256 53.577382),
La Sorpresa Ristorante,,,['POI'],POINT(10.020032 53.574902),
La Toscana,,,['POI'],POINT(9.954149 53.575518),
La Vela Ristorante & Weinbar,,,['POI'],POINT(9.949919 53.544454),
Landhaus Dill,,,['POI'],POINT(9.922566 53.54642),
Landhaus Scherrer,,,['POI'],POINT(9.916392 53.546252),
Landhaus Walter,,,['POI'],POINT(10.015301 53.593533),
Laufauf Das Auflaufrestaurant,,,['POI'],POINT(9.999732 53.548899),
Le Ciel Restaurant und Bar,,,['POI'],POINT(10.007745 53.558464),
Le Kaschemme,,,['POI'],POINT(9.964544 53.552028),
Le Plat du Jour,,,['POI'],POINT(9.99435 53.549043),
Lincontro Eimsbüttel,,,['POI'],POINT(9.964807 53.566879),
Lincontro Il Bistro Bahrenfeld,,,['POI'],POINT(9.892176 53.573382),
Lincontro al Teatro Ottensen,,,['POI'],POINT(9.925521 53.555311),
Lobsterhouse Hummerspezialist,,,['POI'],POINT(9.94743 53.544437),
Locanda 33 Antipasti Restaurante,,,['POI'],POINT(9.983039 53.568779),
Locores Lounge Coffee Restaurant,,,['POI'],POINT(9.961348 53.580079),
Los Martínez - Spanisches Restaurant,,,['POI'],POINT(9.944292 53.578993),
Louisiana Mundsburg,,,['POI'],POINT(10.027173 53.570546),
Louisiana Othmarschen,,,['POI'],POINT(9.90033 53.557866),
Louisiana Volksdorf,,,['POI'],POINT(10.16691 53.648803),
auf Italien Restaurant,,,['POI'],POINT(9.939012 53.54445),
Löffelchen Essbar,,,['POI'],POINT(10.007134 53.585471),
MANARA Rauchercafé,,,['POI'],POINT(9.927993 53.556549),
MAZZA,,,['POI'],POINT(9.968428 53.569482),
Madame Hu,,,['POI'],POINT(9.962032 53.558365),
Magellan - Terrassen,,,['POI'],POINT(9.994185 53.539457),
Mamma Mia,,,['POI'],POINT(9.92806 53.556171),
Manee Thai Spezialitätenrestaurant,,,['POI'],POINT(9.992639 53.549435),
Mangold Restaurant,,,['POI'],POINT(9.917659 53.562982),
Maral Bar Café Restaurant,,,['POI'],POINT(9.989292 53.552787),
Marblau,,,['POI'],POINT(9.97995 53.554679),
Marco-Polo-Terrassen,,,['POI'],POINT(9.993187 53.541927),
Maria Dolores Restaurant,,,['POI'],POINT(9.960537 53.574299),
Marinehof,,,['POI'],POINT(9.985072 53.549111),
Mario L`Arancio Ristorante Pizzeria,,,['POI'],POINT(9.986191 53.590039),
Marley`s Restaurant,,,['POI'],POINT(9.980992 53.546215),
Massimo Ristorante,,,['POI'],POINT(10.001522 53.588878),
Match Point Restaurant Sportsbar,,,['POI'],POINT(9.992749 53.574764),
Mc Donalds Altona Paul-Nevermann-Platz,,,['POI'],POINT(9.934188 53.552134),
Mc Donalds Eiffestraße,,,['POI'],POINT(10.046404 53.552166),
Mc Donalds Einkaufszentrum Hamburger Meile,,,['POI'],POINT(10.029379 53.571857),
Mc Donalds Hamburg Altstadt Europapassage,,,['POI'],POINT(9.99532 53.551821),
Mc Donalds Hamburg Altstadt Ida-Ehre-Platz,,,['POI'],POINT(9.999529 53.5505),
Mc Donalds Hamburg Hauptbahnhof,,,['POI'],POINT(10.003335 53.553856),
Mc Donalds Hammerbrook,,,['POI'],POINT(10.026541 53.542589),
Mc Donalds Harvestehude Grindelberg,,,['POI'],POINT(9.976216 53.577937),
Mc Donalds Kieler Straße,,,['POI'],POINT(9.937666 53.577032),
Mc Donalds Mundsburger Damm,,,['POI'],POINT(10.026564 53.570309),
Mc Donalds Rotherbaum,,,['POI'],POINT(9.99026 53.561297),
Mc Donalds St. Georg Real,,,['POI'],POINT(10.019918 53.552584),
Mc Donalds St. Georg ZOB,,,['POI'],POINT(10.010928 53.552094),
Mc Donalds St. Pauli Reeperbahn,,,['POI'],POINT(9.963528 53.549799),
Mc Donalds Sternschanze Schulterblatt S-Bahnhof,,,['POI'],POINT(9.965577 53.563584),
Mc Donalds Stresemannstraße,,,['POI'],POINT(9.923504 53.563134),
Meeresparadies Fischbistro,,,['POI'],POINT(9.99532 53.551821),
Meetingpoint Restaurant und Bar,,,['POI'],POINT(10.020993 53.557148),
Metroplois Restaurant Bar Music,,,['POI'],POINT(9.927978 53.556567),
Mikawa Restaurant,,,['POI'],POINT(9.96117 53.562927),
Mio Bistro Caffè Gelato,,,['POI'],POINT(9.993717 53.552966),
Mongo`s Restaurant,,,['POI'],POINT(9.975607 53.580359),
Mooi Café und Restaurant,,,['POI'],POINT(9.975172 53.557531),
Mr. Cherng,,,['POI'],POINT(9.99859 53.549727),
Mr. Wong Chinesisches Restaurant,,,['POI'],POINT(9.985567 53.592425),
- Restaurant Bodega Bierstube,,,['POI'],POINT(10.008924 53.55283),
NIDO Restaurant Hamburg,,,['POI'],POINT(9.988816 53.54598),
NORDSEE GmbH Hamburger Meile,,,['POI'],POINT(10.030781 53.57304),
NORDSEE GmbH Landungsbrücken,,,['POI'],POINT(9.971651 53.5448),
Neo Gastro,,,['POI'],POINT(9.986549 53.592453),
Notorious Café und Bar,,,['POI'],POINT(9.925525 53.557566),
O Pescador Portugisische Spezialitäten,,,['POI'],POINT(9.97533 53.546037),
ONO,,,['POI'],POINT(9.978804 53.581483),
OSHO AYU-LEELA Restaurant,,,['POI'],POINT(10.023928 53.568049),
Ohari Vegetarisches Restaurant,,,['POI'],POINT(10.03797 53.56083),
Okzident Café Restaurant,,,['POI'],POINT(9.989258 53.568781),
Old MacDonald - American Diner & Sportsbar,,,['POI'],POINT(9.949112 53.579143),
Omas Apotheke Café Kneipe Restaurant,,,['POI'],POINT(9.965295 53.563146),
Onkel Willi Hotel Restaurant,,,['POI'],POINT(10.041099 53.54382),
OstWest - Restaurant & Bar,,,['POI'],POINT(9.996687 53.547065),
Osteria Due,,,['POI'],POINT(9.996326 53.56573),
PETER PANE Goldbekplatz,,,['POI'],POINT(10.009645 53.583733),
PETER PANE Hamburg Blankenese,,,['POI'],POINT(9.81588 53.563208),
PETER PANE Hamburg Max-Brauer-Allee,,,['POI'],POINT(9.949898 53.558309),
PETER PANE Hoheluftchaussee,,,['POI'],POINT(9.971081 53.582462),
PETER PANE Schlump,,,['POI'],POINT(9.969502 53.567586),
PIUS` Weinwirtschaft Eppendorf,,,['POI'],POINT(9.981668 53.583229),
PIUS` Weinwirtschaft Pöseldorf,,,['POI'],POINT(9.996332 53.570475),
Pane e Tulipani Restaurant Café Bar,,,['POI'],POINT(10.006513 53.548537),
Pappenheimer Wirtschaft Fränkische Spezialitäten,,,['POI'],POINT(10.019033 53.566599),
Paulaners Miraculum,,,['POI'],POINT(10.008603 53.553947),
Paulaners am Großneumarkt,,,['POI'],POINT(9.981108 53.550599),
Pauli Pizza Eimsbüttel,,,['POI'],POINT(9.958727 53.574367),
Pauli Pizza St. Pauli,,,['POI'],POINT(9.960029 53.550528),
Peter Pane – Hamburg Turnhalle,,,['POI'],POINT(10.013682 53.559376),
Piazza Romana,,,['POI'],POINT(9.990071 53.563527),
Piazza Trapani,,,['POI'],POINT(9.960043 53.573144),
Pizza Hut Billstedt Center,,,['POI'],POINT(10.104496 53.53945),
Pizza Hut Einkaufszentrum Hamburger Meile,,,['POI'],POINT(10.029149 53.571724),
Pizza Hut Hamburg Hauptbahnhof,,,['POI'],POINT(10.003335 53.553856),
Pizza Hut Phoenixcenter,,,['POI'],POINT(9.988127 53.456814),
Pizza Hut Reeperbahn,,,['POI'],POINT(9.959466 53.549688),
Poletto Restaurant,,,['POI'],POINT(9.988844 53.594384),
Poletto Winebar,,,['POI'],POINT(9.980836 53.585096),
Polokantine,,,['POI'],POINT(9.964558 53.561939),
Portugisisches Spezialitäten Restaurant A Varina,,,['POI'],POINT(9.976416 53.545372),
Prima Pane,,,['POI'],POINT(9.987727 53.548415),
Q21 Gasthaus (Quartier 21),,,['POI'],POINT(10.039781 53.603243),
QRITO Restaurant,,,['POI'],POINT(9.946956 53.578621),
Bar,,,['POI'],POINT(9.927448 53.551666),
RIADs,,,['POI'],POINT(9.98002 53.555065),
RIVE Bistro Restaurant,,,['POI'],POINT(9.941844 53.543565),
Rach und Ritchy Das Grillhaus,,,['POI'],POINT(9.918277 53.570588),
Raj Mahal Indische Küche,,,['POI'],POINT(9.956221 53.567684),
Restaurant,,,['POI'],POINT(9.996436 53.567185),
Raw Like Sushi and more,,,['POI'],POINT(9.987179 53.592268),
Red Lounge,,,['POI'],POINT(9.928772 53.553569),
Restaurant Abendmahl,,,['POI'],POINT(9.956704 53.547607),
Restaurant Amadée,,,['POI'],POINT(9.940551 53.554672),
Restaurant Anleger 1870,,,['POI'],POINT(10.019552 53.566227),
Restaurant Aretea,,,['POI'],POINT(10.047986 53.642347),
Restaurant Austernbar,,,['POI'],POINT(9.999778 53.543175),
Restaurant Barcelona Tapas,,,['POI'],POINT(9.936435 53.54731),
Restaurant Bistro Café Zaunkönig,,,['POI'],POINT(10.008154 53.555999),
Restaurant Breitengrad,,,['POI'],POINT(9.950898 53.563854),
Restaurant Brodersen,,,['POI'],POINT(9.988981 53.566627),
Restaurant Brook,,,['POI'],POINT(9.993643 53.545302),
Restaurant China Garten,,,['POI'],POINT(9.980167 53.58361),
Restaurant Christos Eimsbüttel,,,['POI'],POINT(9.963196 53.57372),
Restaurant Christos Ottensen,,,['POI'],POINT(9.925149 53.552079),
Restaurant Classic,,,['POI'],POINT(10.00831 53.554919),
Restaurant Cox,,,['POI'],POINT(10.011617 53.55756),
Restaurant Cremon Insel,,,['POI'],POINT(9.98929 53.546228),
Restaurant Delhi,,,['POI'],POINT(9.948546 53.579489),
Restaurant Don Tapas,,,['POI'],POINT(10.023994 53.580772),
Restaurant Dreitageszeiten,,,['POI'],POINT(10.01149 53.581319),
Restaurant Eisenstein,,,['POI'],POINT(9.92787 53.554403),
Restaurant Feuervogel Holstenstraße,,,['POI'],POINT(9.948773 53.559298),
Restaurant Feuervogel Wandsbek,,,['POI'],POINT(10.058396 53.570166),
Restaurant Fillet of Soul,,,['POI'],POINT(10.006239 53.546527),
Restaurant Fischerhaus,,,['POI'],POINT(9.955731 53.545962),
Restaurant Fischmarkt,,,['POI'],POINT(9.977598 53.546225),
Restaurant Focus,,,['POI'],POINT(10.026234 53.550481),
Restaurant Franziskaner,,,['POI'],POINT(9.990479 53.556434),
Restaurant Galerie Tolernace,,,['POI'],POINT(9.962108 53.559703),
Restaurant HOKKAI,,,['POI'],POINT(9.959975 53.572147),
Restaurant Haerlin,,,['POI'],POINT(9.991513 53.555491),
Restaurant Hasselwander,,,['POI'],POINT(10.004942 53.591698),
Restaurant Herzblut St. Pauli,,,['POI'],POINT(9.964072 53.549857),
Restaurant Inos,,,['POI'],POINT(10.030299 53.57122),
Restaurant Jus,,,['POI'],POINT(9.977522 53.580217),
Restaurant Kleine Brunnenstraße 1,,,['POI'],POINT(9.927082 53.550797),
Restaurant Kouros,,,['POI'],POINT(10.011128 53.559847),
Restaurant Krameramtsstuben,,,['POI'],POINT(9.980025 53.548119),
Restaurant Königliches Proviantamt,,,['POI'],POINT(9.912861 53.565121),
Restaurant L`Auberge,,,['POI'],POINT(9.983423 53.570348),
Restaurant La Mirabelle,,,['POI'],POINT(9.980491 53.564981),
Restaurant LaFayette,,,['POI'],POINT(10.017657 53.574698),
Restaurant Louise,,,['POI'],POINT(9.99636 53.583863),
Restaurant Man-Nam,,,['POI'],POINT(9.974746 53.556707),
Restaurant Marseille,,,['POI'],POINT(9.940919 53.544722),
Restaurant Mess,,,['POI'],POINT(9.970924 53.557835),
Restaurant Molana,,,['POI'],POINT(10.015182 53.555832),
Restaurant Navarra,,,['POI'],POINT(9.92179 53.564127),
Restaurant Nepheli,,,['POI'],POINT(9.914395 53.557876),
Restaurant Nil,,,['POI'],POINT(9.963359 53.556306),
Restaurant Old Commercial Room,,,['POI'],POINT(9.977931 53.548244),
Restaurant Opitz,,,['POI'],POINT(10.018496 53.564987),
Restaurant Pantry,,,['POI'],POINT(9.966377 53.54575),
Restaurant Petit Delice,,,['POI'],POINT(9.989292 53.552787),
Restaurant Piment,,,['POI'],POINT(9.979563 53.582321),
Restaurant Port,,,['POI'],POINT(9.968987 53.547059),
Restaurant Rexrodt,,,['POI'],POINT(10.019008 53.567453),
Restaurant STARTERS,,,['POI'],POINT(9.980357 53.585307),
Restaurant Sagres Portugisische Spezialitäten,,,['POI'],POINT(9.976037 53.544638),
Restaurant Sai gon,,,['POI'],POINT(9.986131 53.592654),
Restaurant Salvatore,,,['POI'],POINT(9.964884 53.5789),
Restaurant Schifferbörse,,,['POI'],POINT(10.008659 53.553757),
Restaurant Season,,,['POI'],POINT(9.993031 53.549422),
Restaurant September,,,['POI'],POINT(9.974746 53.556707),
Restaurant Süßwasser,,,['POI'],POINT(9.908032 53.544725),
Restaurant Tafelhaus,,,['POI'],POINT(9.921232 53.544031),
Restaurant Teheran,,,['POI'],POINT(10.013722 53.552205),
Restaurant Thyme,,,['POI'],POINT(10.024953 53.558633),
Restaurant Trific,,,['POI'],POINT(9.967887 53.580152),
Restaurant Tschebull,,,['POI'],POINT(10.002881 53.551245),
Restaurant Vesper,,,['POI'],POINT(9.962172 53.573837),
Restaurant WANDRAHM,,,['POI'],POINT(9.991503 53.541501),
Restaurant Williamine,,,['POI'],POINT(9.969046 53.566772),
Restaurant Windows,,,['POI'],POINT(9.997597 53.565208),
Restaurant Yin-Yang,,,['POI'],POINT(9.99532 53.551821),
Restaurant Zala Barmbek,,,['POI'],POINT(10.048918 53.587906),
Restaurant Zala Rothenbaum,,,['POI'],POINT(9.988973 53.574031),
Restaurant Zala Wandsbek,,,['POI'],POINT(10.055904 53.569523),
Restaurant Zala Winterhude,,,['POI'],POINT(10.015074 53.575259),
Restaurant Zeus,,,['POI'],POINT(9.950916 53.578132),
Restaurant Zum Alten Senator,,,['POI'],POINT(9.977543 53.551689),
Restaurant und Bar Kobe,,,['POI'],POINT(10.01226 53.559199),
Restaurant Überseebrücke,,,['POI'],POINT(9.975098 53.545131),
Restaurant-Bar Luxor,,,['POI'],POINT(9.95733 53.562626),
Restaurant-Lounge Riverkasematten,,,['POI'],POINT(9.958031 53.546249),
Restaurante Meson Galicia,,,['POI'],POINT(9.975331 53.546046),
Restaurante O`Pote,,,['POI'],POINT(10.012284 53.558336),
Restaurante Picasso,,,['POI'],POINT(9.995637 53.549886),
Restaurante Porto,,,['POI'],POINT(9.975372 53.545866),
Rialto Restaurant und Bar,,,['POI'],POINT(9.984758 53.549239),
Ristorante Amarone,,,['POI'],POINT(9.980445 53.555178),
Ristorante Borsalino,,,['POI'],POINT(9.967824 53.5622),
Ristorante Ciao Ana,,,['POI'],POINT(9.976301 53.546245),
Ristorante Come Prima,,,['POI'],POINT(9.972267 53.582183),
Ristorante Cuore Mio,,,['POI'],POINT(9.92712 53.549754),
